ID,OriginalAmount,TermYears,Collateral_valuation,CurrentInstallment,Rate,PD,LGD
13449,785519,29,441525,185,2.70%,35.62%,87.6%
21898,932066,23,1018661,154,8.70%,92.41%,48.4%
27175,2403814,34,2748060,274,4.90%,18.06%,29.4%
8010,325645,48,264814,410,5.40%,27.98%,45.0%
7384,289825,21,248601,131,6.20%,80.70%,73.7%
9699,505497,11,311568,64,5.40%,86.85%,70.9%
12530,867716,35,406585,295,5.00%,12.83%,74.3%
23175,1137180,24,1204672,84,4.30%,0.21%,73.0%
762,439639,23,69503,165,8.50%,0.01%,17.1%
3179,181738,23,143027,148,8.80%,91.38%,5.7%
1982,814929,23,110852,156,2.80%,91.87%,66.3%
11108,342109,22,357443,12,11.50%,45.61%,64.2%
9119,694022,18,296863,24,11.70%,47.91%,72.6%
19675,899765,20,795699,100,7.40%,47.36%,58.0%
20177,1481678,47,838306,525,11.30%,11.65%,64.0%
13414,733235,24,439891,223,13.00%,66.12%,65.5%
8619,602902,35,281907,241,11.20%,11.81%,81.7%
27429,2781743,13,3030344,30,11.30%,10.02%,40.1%
17525,1162317,32,644126,160,12.30%,0.00%,52.0%
24820,1904601,35,1556459,205,5.30%,80.43%,12.1%
14691,896497,23,493934,165,10.40%,13.96%,37.9%
5030,392257,22,189279,145,8.40%,11.98%,30.0%
3392,198328,11,148306,3,5.30%,0.02%,20.9%
9627,383208,12,309432,75,9.00%,0.00%,67.9%
2035,415005,22,112486,152,11.70%,0.00%,43.3%
17656,587568,35,652295,91,5.20%,33.73%,51.2%
25771,1326333,25,1870415,245,9.10%,0.45%,88.9%
20246,617104,23,845219,191,10.60%,6.58%,59.5%
17483,609940,22,641738,150,2.00%,47.57%,50.5%
13471,824984,22,442279,219,7.90%,54.56%,30.8%
9775,613208,16,313579,164,3.70%,6.87%,68.6%
5376,171683,12,198579,55,5.90%,3.99%,48.2%
2968,204612,13,137246,151,4.10%,0.00%,87.5%
11850,623514,19,381825,142,8.80%,26.03%,10.4%
18049,1145475,22,675421,102,12.40%,85.37%,44.5%
398,185131,20,49142,59,11.50%,17.54%,73.5%
3362,161126,11,147426,116,7.00%,9.41%,40.7%
16128,953432,23,562180,148,10.20%,13.86%,39.8%
5300,279016,36,196945,416,4.00%,7.53%,58.3%
20684,2177459,12,884180,14,3.40%,10.26%,52.2%
9486,553131,22,306667,201,12.50%,21.47%,59.0%
23945,1105634,24,1344432,194,2.50%,1.47%,18.5%
2879,395022,22,135235,251,2.80%,10.65%,71.7%
23534,877142,21,1261481,48,11.20%,23.50%,72.7%
4383,245459,22,174197,25,6.40%,6.35%,26.7%
18962,586437,45,738765,307,4.10%,15.21%,10.2%
18289,771317,36,690503,57,9.50%,3.60%,56.4%
24709,1635388,47,1525541,198,9.20%,0.00%,45.4%
6766,508262,43,231885,274,3.20%,0.04%,29.1%
6372,185885,23,221705,263,4.70%,15.69%,35.0%
5655,251869,21,204235,236,12.30%,70.76%,32.5%
18018,594732,23,673410,53,3.30%,18.79%,16.5%
15519,441399,11,531639,13,8.50%,83.55%,27.2%
2550,250235,23,125934,238,11.60%,0.00%,12.8%
28396,11236443,22,7825027,228,8.20%,0.76%,55.7%
22979,909568,35,1168098,355,8.90%,42.39%,12.1%
20836,897126,23,900016,132,8.90%,54.66%,60.6%
13992,744546,21,463016,132,7.00%,23.42%,61.9%
13995,439765,12,463393,17,2.10%,41.97%,46.9%
991,186891,23,77923,60,10.30%,0.00%,33.5%
24535,1434672,25,1475142,192,8.50%,4.34%,53.7%
10037,477973,23,320492,112,2.90%,5.60%,81.2%
25491,1651601,47,1767607,483,4.80%,88.57%,19.1%
8033,457109,23,265191,34,11.60%,0.00%,13.0%
9831,445169,11,314710,30,7.10%,30.65%,38.4%
10453,535913,22,335951,101,3.50%,0.07%,78.8%
1348,566202,19,91372,76,12.90%,22.98%,45.0%
10951,276251,12,352164,138,4.60%,0.39%,21.8%
5248,623262,23,195311,13,4.80%,0.19%,41.8%
22050,976306,22,1038519,112,8.90%,14.93%,68.1%
17889,633820,12,665240,89,2.00%,0.19%,56.3%
22898,1633126,24,1155907,9,12.40%,19.37%,31.7%
24708,1611885,47,1525541,133,3.40%,8.49%,83.6%
4467,584552,22,176710,60,4.80%,0.64%,67.1%
10699,577137,12,343995,118,11.80%,1.28%,27.1%
4503,405705,22,177464,142,4.00%,2.67%,83.8%
833,468923,23,71891,147,7.70%,0.12%,48.3%
3740,212781,23,157984,138,2.30%,2.91%,44.6%
7385,490038,22,248601,112,5.10%,1.02%,68.1%
929,188022,23,75536,269,5.20%,28.11%,16.0%
9292,499842,11,301388,76,5.50%,69.06%,36.1%
3801,198705,23,159240,187,7.00%,8.26%,38.0%
15487,951044,23,529628,225,8.90%,71.66%,70.3%
10323,447055,24,331049,113,3.60%,97.99%,54.0%
6252,669011,23,218940,41,5.20%,6.67%,42.9%
724,752213,17,67869,150,13.00%,19.09%,67.2%
4155,345880,11,167787,107,6.50%,5.22%,39.3%
11753,650158,35,378557,192,6.50%,28.30%,39.8%
25992,5399093,63,1984033,38,7.60%,1.13%,67.6%
7691,267454,22,256268,16,8.00%,24.31%,57.1%
4225,282661,13,169798,84,8.90%,0.34%,59.6%
14671,1808956,40,493055,387,5.10%,2.41%,45.4%
4331,257148,21,172563,221,8.00%,91.03%,76.4%
4037,379311,12,165273,93,6.30%,0.60%,30.3%
28341,5069929,47,6619601,225,9.60%,82.37%,71.3%
16678,434486,23,592596,55,9.40%,73.42%,60.6%
20101,681831,21,832273,241,3.60%,17.34%,13.1%
5705,427825,34,205869,147,11.80%,42.92%,64.0%
2055,186891,58,112863,613,6.00%,1.74%,5.0%
21225,827120,23,939858,125,7.40%,85.22%,59.8%
19352,627410,34,770940,227,3.80%,94.20%,5.3%
21261,944760,23,942749,229,11.20%,0.02%,22.7%
8587,241311,23,281530,253,7.80%,10.24%,62.0%
20959,1024568,35,912585,283,4.80%,30.83%,33.8%
6739,331301,24,231508,257,10.00%,34.44%,54.6%
22808,1148995,11,1141328,67,11.80%,26.32%,51.2%
589,433230,24,61710,263,2.80%,1.78%,75.3%
2948,216803,35,136869,321,4.30%,0.11%,53.7%
7700,385973,12,256645,101,9.70%,86.08%,42.1%
13638,823852,23,448814,76,11.80%,19.92%,60.2%
27725,8450175,24,3545770,241,10.50%,13.77%,51.5%
8571,340601,23,280650,273,9.50%,1.45%,36.3%
24880,1259344,20,1572295,180,7.80%,0.00%,50.2%
23193,1182049,23,1206683,212,11.00%,4.99%,13.5%
18266,1018661,46,688869,432,10.70%,7.17%,66.4%
15692,456732,21,539432,5,3.20%,42.40%,49.0%
21071,899137,35,923142,82,4.10%,14.35%,33.8%
25558,3746109,46,1794000,245,5.40%,6.61%,51.3%
21255,892727,23,942246,64,4.40%,0.00%,51.4%
8718,480989,21,284672,230,12.00%,0.75%,38.7%
21449,1057623,12,965497,104,7.10%,0.00%,70.5%
16501,913339,35,582415,304,11.60%,42.53%,24.9%
9256,498082,23,300508,224,4.80%,1.98%,38.3%
9731,421164,23,312322,6,5.10%,0.01%,27.7%
6751,231383,11,231508,20,11.50%,3.91%,90.2%
4845,185634,13,185257,16,11.70%,30.15%,88.0%
13804,300508,11,455727,52,5.80%,11.71%,72.0%
1035,670142,23,79557,263,9.10%,0.42%,57.2%
7908,812164,11,261546,19,10.70%,50.33%,9.1%
8462,408470,23,277383,86,9.40%,58.15%,54.3%
24378,3308481,48,1435803,49,9.40%,86.16%,45.6%
2702,834284,36,130333,16,2.40%,0.02%,54.5%
17519,753219,24,643749,49,7.10%,9.29%,56.4%
21440,688617,23,964240,241,2.30%,47.20%,48.8%
16802,1533710,21,600262,73,7.20%,0.66%,67.4%
5946,414000,23,211650,220,8.30%,0.92%,87.8%
5681,260667,23,205115,66,5.10%,52.09%,23.3%
19769,557279,12,802612,72,3.40%,59.06%,78.5%
8809,703322,35,287563,97,9.20%,88.52%,57.2%
8584,229874,12,281027,80,8.50%,0.09%,48.3%
24624,1039273,23,1500781,113,12.80%,56.00%,54.1%
10067,621754,36,322126,248,7.90%,51.21%,55.1%
18472,634448,22,704328,219,7.90%,0.08%,65.6%
20477,743164,23,867590,245,4.20%,1.46%,52.6%
6018,232514,11,213284,2,9.70%,36.66%,34.4%
9519,605541,22,307421,61,2.80%,8.35%,30.3%
23791,1260475,59,1313137,51,9.30%,1.31%,33.5%
17667,1122978,23,653049,125,11.80%,2.11%,67.6%
12761,1007601,43,415131,13,12.00%,0.01%,7.5%
2838,268836,12,133978,10,5.10%,42.62%,18.7%
7076,231131,22,240432,135,8.10%,0.55%,56.5%
13698,446552,20,450825,177,9.60%,0.29%,29.4%
24818,3606978,35,1555202,156,2.00%,97.06%,87.0%
6115,274240,20,215295,188,12.30%,18.31%,58.6%
1380,154716,21,92628,152,2.50%,70.96%,77.1%
16485,951923,23,581661,113,8.50%,59.06%,94.0%
5414,440770,22,198956,7,12.20%,87.76%,30.8%
26030,2172809,23,1999869,102,2.30%,38.21%,52.2%
25387,1676738,23,1725000,69,10.20%,2.42%,52.9%
20948,685350,12,911077,23,5.30%,55.60%,72.9%
15388,304279,23,525607,147,10.00%,0.06%,31.3%
975,257525,24,77546,245,5.50%,0.82%,36.5%
16353,1097213,12,573492,40,6.20%,0.69%,15.0%
16147,774082,11,563311,62,12.10%,99.42%,55.9%
16913,466536,23,606798,195,7.40%,1.87%,60.5%
26962,3171612,12,2563683,79,6.50%,6.31%,21.0%
14198,438257,11,472317,95,8.80%,1.57%,14.9%
26427,5622432,54,2224590,535,9.40%,2.02%,44.6%
13110,999934,23,427699,37,5.20%,24.71%,69.9%
9721,313956,12,311945,119,9.70%,18.43%,42.4%
639,238044,13,64224,65,6.60%,16.90%,67.0%
19832,805754,47,809022,269,10.10%,65.27%,51.3%
1771,243448,23,104820,242,8.90%,18.64%,56.4%
12274,646765,12,396781,111,11.40%,32.92%,47.8%
6507,280148,11,224973,8,7.40%,23.54%,50.4%
5213,527869,23,194180,46,7.40%,42.88%,27.1%
901,214792,35,74781,273,12.70%,0.04%,33.4%
24908,3641290,23,1579585,271,9.80%,4.33%,69.9%
23607,1530945,22,1276940,77,3.20%,0.12%,77.1%
27737,4511016,47,3563240,53,11.70%,67.91%,64.1%
4184,310311,11,168541,127,9.90%,0.00%,6.6%
26272,2959459,11,2135984,121,7.30%,9.22%,84.9%
12340,513667,23,399295,239,9.50%,43.85%,21.6%
28381,7582710,23,7442448,252,4.50%,95.24%,30.8%
21178,844842,23,936590,78,12.60%,4.76%,37.6%
26847,3108896,47,2471432,180,6.50%,6.19%,49.1%
15086,406710,23,512158,216,4.40%,75.46%,76.5%
24948,1569530,24,1590142,281,9.70%,92.23%,35.1%
11218,367246,12,361087,27,10.50%,17.35%,41.6%
680,157607,12,65858,45,7.00%,26.95%,44.4%
5073,749322,23,190536,14,7.40%,28.15%,72.2%
2309,383082,48,119776,169,10.00%,2.94%,46.5%
571,174071,12,60579,21,9.50%,7.42%,17.1%
17196,787656,35,623011,120,4.20%,0.01%,35.5%
18268,2255634,22,689246,183,10.40%,1.30%,28.0%
7412,422295,23,249355,233,6.40%,6.70%,26.1%
5225,253000,13,194557,139,6.40%,95.80%,34.1%
2907,416011,23,136115,182,10.80%,47.47%,57.1%
19858,1625710,47,811536,118,11.40%,2.93%,81.5%
12143,823978,23,392005,68,7.90%,0.03%,72.9%
12342,327781,47,399295,398,5.30%,4.01%,56.1%
18728,627536,58,721798,448,2.90%,0.04%,66.2%
14020,517940,11,464650,40,5.10%,0.78%,42.9%
1236,453339,23,86973,100,8.80%,0.00%,36.3%
2698,216426,13,129956,65,2.20%,8.80%,78.6%
24128,1514355,12,1382137,62,7.50%,7.90%,44.1%
6972,1308738,23,237541,274,12.50%,37.22%,15.3%
2478,321246,33,124301,60,7.50%,27.05%,29.1%
25581,2738131,23,1804180,190,4.80%,64.64%,37.0%
15423,634951,35,526361,393,7.50%,14.35%,51.4%
14885,579525,24,501978,84,7.80%,0.00%,76.5%
9616,564945,11,309432,19,9.70%,23.37%,20.4%
26815,2280016,23,2447929,194,11.60%,0.92%,42.3%
13136,352290,22,428454,160,7.60%,38.77%,46.0%
7915,576508,23,261923,140,9.50%,26.90%,46.0%
187,514546,34,33306,333,2.00%,30.52%,64.0%
3620,189279,23,154339,56,2.20%,0.29%,57.6%
14893,683967,22,502481,174,4.70%,0.18%,11.4%
1790,174574,23,105574,64,9.70%,8.42%,13.9%
16043,693142,22,557279,94,3.40%,9.95%,80.7%
22372,2556645,22,1077481,2,11.00%,44.09%,87.9%
21279,747940,22,944760,168,8.70%,0.19%,54.1%
14914,860929,48,503235,440,9.90%,0.09%,75.9%
3515,288568,21,151448,120,4.80%,54.07%,18.8%
11691,355809,24,376546,91,4.90%,46.84%,44.2%
21265,1181169,12,943126,96,10.60%,9.14%,57.8%
25579,2020104,24,1804180,99,12.00%,5.48%,68.3%
3718,586060,23,157607,106,12.00%,27.85%,45.7%
10458,1062022,11,335951,23,3.20%,57.32%,54.5%
12282,312197,34,397661,370,3.20%,41.12%,46.1%
18238,513918,20,687235,68,2.30%,51.41%,42.6%
27752,2609306,22,3589634,135,2.50%,95.00%,85.7%
16789,444918,34,599131,228,7.90%,78.27%,71.3%
8271,493683,23,271727,101,4.90%,0.28%,28.2%
19679,676301,46,796454,233,9.90%,0.96%,20.2%
21262,1216235,45,942749,132,2.80%,38.45%,26.2%
332,422546,12,45120,109,10.30%,2.47%,95.1%
11310,355683,11,364355,8,13.00%,91.80%,5.5%
10935,236787,23,351787,26,2.60%,37.52%,31.2%
20336,975803,35,852131,190,11.30%,98.45%,37.0%
6139,333311,20,215672,110,9.90%,4.22%,67.8%
9153,371268,24,297743,247,2.30%,72.54%,36.5%
20174,1169984,47,837929,321,11.80%,56.49%,80.1%
2031,232011,23,112486,58,4.40%,3.60%,47.6%
1360,723432,26,91749,212,8.90%,13.73%,69.7%
19259,595738,22,764781,229,4.20%,5.74%,64.4%
2730,370388,22,131213,33,4.80%,8.47%,87.6%
17013,892978,47,613333,362,10.60%,0.16%,59.3%
109,291333,11,24383,126,13.00%,25.33%,22.8%
58,272607,40,17093,317,10.30%,2.26%,68.8%
10209,275749,24,326148,129,9.30%,1.76%,28.3%
9945,449317,29,317601,143,4.30%,75.31%,26.0%
10376,318230,38,333060,333,9.70%,0.77%,48.6%
11648,662601,35,375667,121,6.00%,1.78%,31.1%
1308,391754,22,89738,110,7.60%,9.01%,79.1%
22609,889082,36,1108776,300,10.60%,0.02%,87.0%
14853,599508,11,501224,16,8.00%,63.66%,81.4%
25411,2534399,35,1736311,310,8.60%,57.07%,4.0%
15375,297743,23,524350,94,6.10%,59.21%,62.9%
15368,880536,20,523973,181,5.60%,41.60%,15.0%
21436,1300443,18,964240,153,9.30%,0.02%,39.8%
15308,497202,11,521459,99,2.60%,0.43%,57.3%
17491,801104,12,642492,73,4.00%,48.93%,39.6%
11875,426317,23,382579,22,11.00%,18.59%,45.7%
12064,1241497,22,389115,86,11.30%,2.69%,30.6%
23048,1942557,22,1179913,240,11.00%,0.72%,94.1%
7534,569596,35,252246,252,12.30%,70.04%,77.4%
26532,4830251,35,2271219,371,5.70%,0.18%,59.3%
25834,3139311,22,1899951,170,5.10%,5.78%,65.4%
12855,731727,23,419153,9,6.50%,0.00%,71.3%
26472,3041404,28,2245705,282,11.50%,0.45%,85.4%
1242,263809,23,87350,117,7.90%,38.48%,47.0%
11458,337208,23,369634,65,9.00%,10.16%,4.1%
5119,221328,22,191667,110,7.30%,73.53%,23.4%
16788,566831,22,599131,70,7.80%,0.99%,70.1%
6393,1169858,23,222208,152,6.10%,24.70%,37.7%
7660,199082,12,255514,39,7.60%,0.08%,39.4%
15777,535536,35,543831,322,7.70%,22.45%,66.5%
12693,1011120,23,412617,157,5.50%,90.31%,45.3%
21657,1044301,36,989000,225,8.20%,32.82%,54.5%
21730,755104,11,998301,5,3.50%,1.93%,77.1%
11696,1185191,23,376546,8,5.90%,0.57%,53.9%
27329,2283913,11,2911322,45,7.40%,12.69%,95.6%
935,327153,23,75913,112,3.60%,33.49%,29.0%
23391,2497197,45,1242000,101,8.30%,11.09%,35.5%
25553,2148049,33,1792743,374,6.60%,16.52%,46.9%
23533,1319546,22,1261481,90,12.20%,11.55%,29.1%
14363,997798,24,478852,162,3.30%,28.28%,75.7%
5736,668131,23,206749,235,8.10%,42.92%,88.3%
8238,243951,36,270847,430,3.30%,1.24%,40.0%
7458,1065038,23,250612,117,4.60%,30.59%,60.1%
3750,171180,12,157984,114,4.10%,2.13%,65.3%
16589,1076475,46,586940,82,7.00%,2.90%,86.5%
11762,954689,23,379311,186,3.10%,14.22%,60.8%
14384,623639,35,479732,114,5.60%,12.05%,45.9%
14734,630803,48,495568,34,12.90%,6.20%,50.2%
28243,4120268,24,5419328,142,9.90%,5.11%,67.5%
20401,584678,29,859421,106,8.40%,9.50%,68.6%
23367,1184311,22,1237978,154,11.60%,2.45%,42.6%
18048,1039525,11,675421,76,9.70%,16.54%,58.5%
28372,5103109,23,7156142,238,9.10%,48.81%,35.9%
18626,1087661,23,714005,141,12.80%,20.47%,9.6%
19733,1923202,22,800098,39,4.50%,0.33%,84.1%
22247,1991071,13,1062148,50,2.70%,37.53%,69.7%
15210,834787,23,516683,153,9.20%,5.01%,49.2%
2234,172563,47,118142,101,7.60%,22.31%,48.3%
13060,739016,22,426443,138,8.20%,3.89%,78.7%
24389,1744732,47,1438191,147,7.40%,2.22%,54.8%
7068,576005,32,240055,62,10.60%,12.51%,59.9%
12214,626027,24,394393,64,2.80%,1.10%,51.2%
1339,336454,11,91372,115,11.00%,90.93%,14.6%
9411,293721,11,304656,88,4.30%,61.19%,23.0%
1496,172186,14,95393,148,10.60%,0.01%,39.6%
28271,4778721,32,5757290,169,4.10%,6.54%,76.6%
4996,583044,22,188399,65,11.50%,0.01%,71.8%
27279,3351716,22,2847978,187,8.10%,0.26%,40.1%
12179,428077,34,393514,313,4.10%,2.91%,53.6%
2927,679820,20,136492,13,6.10%,48.68%,48.9%
3594,201596,23,153962,177,8.10%,0.06%,36.7%
5337,1653235,46,197825,513,9.30%,24.85%,54.0%
21133,628415,59,931311,413,6.40%,54.52%,38.6%
6051,425311,22,214038,147,7.50%,0.00%,87.6%
24843,1784448,48,1562115,45,4.30%,85.88%,36.2%
10204,258656,11,325770,46,4.40%,2.34%,27.7%
4029,152579,23,164896,6,11.00%,88.93%,57.6%
995,219820,21,78426,184,4.20%,84.45%,51.9%
13270,371519,23,433732,157,11.40%,81.80%,73.6%
17846,956825,23,662475,241,11.30%,0.19%,79.5%
26667,2397027,22,2356180,38,3.40%,0.28%,37.1%
6227,243699,23,218060,134,12.40%,57.75%,23.7%
7865,834158,23,260792,265,3.70%,10.80%,73.5%
5420,323005,22,198956,181,10.80%,20.12%,22.2%
21087,723432,44,925279,286,6.20%,0.01%,69.4%
1892,219568,23,108464,131,4.70%,11.73%,62.3%
15034,715388,23,509268,128,6.70%,30.49%,23.8%
6243,1099475,57,218563,205,4.20%,33.44%,67.4%
5381,314710,21,198579,63,3.20%,19.72%,83.2%
5895,296109,26,211148,168,2.50%,62.23%,35.9%
372,170552,23,47508,43,9.90%,23.41%,79.1%
17359,549612,17,634071,129,10.90%,58.32%,19.2%
25066,1205301,23,1627093,89,4.40%,0.83%,39.6%
2010,1101738,24,111732,65,2.50%,34.84%,60.8%
23214,1643306,23,1209197,26,10.40%,66.17%,70.6%
14210,473825,12,472317,76,12.70%,6.26%,55.6%
2637,901148,59,128322,111,13.00%,85.50%,72.3%
26304,3053219,47,2151066,506,3.50%,61.12%,49.9%
11382,511530,22,367120,33,10.70%,8.98%,38.8%
24500,2927536,24,1466596,74,7.80%,48.82%,84.6%
20485,2121781,24,868721,217,5.80%,3.41%,44.6%
21204,1295290,48,938224,201,7.10%,78.23%,30.2%
16735,797585,11,595863,109,7.60%,0.51%,68.9%
12536,546470,12,406585,7,3.60%,41.19%,51.9%
16909,1116945,46,606421,530,12.80%,1.90%,93.6%
8649,253000,23,283038,190,9.30%,17.72%,45.4%
27216,2033175,12,2789033,135,7.40%,23.52%,84.3%
6046,629044,24,213661,76,12.60%,3.80%,67.9%
24659,1927852,11,1513350,96,8.50%,9.41%,16.7%
21280,802863,21,944760,56,8.60%,9.79%,54.1%
5661,459497,35,204738,309,5.00%,16.03%,48.9%
18874,974923,21,733989,220,6.90%,18.77%,36.2%
13829,417016,24,456481,20,6.60%,87.38%,90.7%
20769,759503,47,892350,529,11.60%,17.93%,67.7%
5789,317098,23,208383,77,9.70%,0.27%,75.1%
21182,1563749,24,936967,105,11.00%,5.69%,39.8%
12406,430967,22,401306,174,2.90%,79.90%,75.9%
26681,5948579,48,2369880,394,5.00%,0.80%,10.2%
9620,370765,12,309432,14,11.20%,0.00%,35.9%
15349,416639,47,523596,28,4.00%,2.13%,31.8%
10623,286055,12,341607,89,6.80%,70.34%,69.2%
9266,796831,23,300508,47,6.30%,64.62%,49.2%
5724,344623,13,206372,52,4.30%,3.23%,11.9%
4595,216426,12,179098,90,3.80%,3.21%,15.6%
10390,592344,11,333437,87,5.10%,89.72%,52.0%
23442,1479290,11,1250923,97,9.80%,82.20%,28.0%
8067,264940,24,266448,161,5.90%,19.91%,73.6%
22954,1363536,15,1165208,122,4.70%,10.18%,44.0%
11408,824732,13,368000,19,5.50%,3.77%,18.4%
15612,2278383,24,535284,53,4.40%,39.92%,86.1%
2121,492678,12,114497,54,5.30%,4.29%,62.4%
18203,869224,23,685224,226,2.30%,0.91%,18.8%
11311,757240,22,364355,27,6.00%,32.57%,65.2%
5812,1415317,23,208760,75,12.80%,82.69%,80.4%
18343,1175262,23,694148,201,11.40%,0.49%,38.7%
22893,2242437,23,1155153,129,11.90%,66.53%,37.3%
11802,370262,22,380568,236,6.70%,31.80%,59.9%
15559,747311,23,533273,161,3.00%,16.03%,54.0%
22307,912459,49,1070191,213,6.80%,5.28%,38.5%
7026,1481929,23,238798,201,12.50%,0.52%,64.0%
23863,1934137,27,1330984,321,5.50%,0.28%,61.4%
18194,982590,35,683967,365,8.80%,28.56%,91.3%
4955,395399,23,187268,10,5.50%,21.51%,53.0%
19843,804749,22,809902,242,12.70%,34.45%,71.4%
16269,1098093,11,568967,39,7.60%,0.46%,41.7%
14195,752213,12,471940,11,5.20%,54.84%,83.1%
20219,2324131,45,842328,237,11.40%,55.52%,27.9%
5257,242945,23,195814,107,11.10%,0.60%,90.4%
15817,1248661,23,546344,104,4.80%,22.28%,51.1%
14951,790798,33,504869,146,10.40%,16.74%,31.1%
8510,1047191,34,279016,33,7.30%,3.66%,64.7%
11615,1513098,23,374913,72,6.00%,0.00%,51.5%
25699,2212148,35,1850432,4,10.50%,19.87%,68.8%
15668,900519,48,538175,455,12.60%,52.64%,44.8%
2023,292339,23,112109,54,5.40%,50.62%,51.6%
502,188399,35,56809,191,2.20%,58.53%,18.0%
14528,1306475,47,487399,56,7.80%,30.22%,42.1%
3275,467667,23,145415,252,2.10%,0.11%,46.0%
21846,1157792,23,1009738,243,11.90%,28.96%,89.0%
9273,963612,33,301011,38,8.00%,2.18%,69.6%
16221,454973,22,566579,48,5.20%,0.00%,43.1%
5202,337082,11,193678,97,8.40%,20.51%,95.2%
2625,162383,11,127945,127,10.40%,3.47%,18.1%
20103,776219,22,832273,53,11.90%,10.55%,72.2%
19838,1165082,12,809525,13,3.00%,8.00%,78.3%
12512,476213,11,405705,60,11.40%,0.10%,75.9%
20847,897126,34,901273,289,4.90%,83.38%,33.0%
186,197574,22,33306,119,12.70%,5.74%,37.5%
10201,499213,21,325770,25,3.60%,11.84%,46.6%
27534,5188197,23,3161180,235,3.00%,16.00%,47.3%
4424,412743,23,175831,157,12.60%,40.43%,34.8%
20173,970399,23,837929,211,9.50%,4.11%,66.2%
14703,950164,33,494311,39,3.10%,6.95%,38.5%
16534,744421,22,583672,191,5.70%,1.27%,81.2%
13922,376546,22,460628,239,4.10%,1.33%,27.3%
23651,1288628,11,1285486,54,7.30%,86.32%,42.6%
25170,2265311,12,1652607,71,11.80%,76.87%,43.6%
19615,791049,23,791175,34,10.90%,33.15%,28.9%
11001,652923,22,353798,177,12.80%,25.02%,59.3%
4343,658202,24,173066,266,8.60%,2.30%,34.7%
19081,1029344,13,749825,130,7.30%,76.92%,55.1%
4963,345251,22,187645,214,4.00%,26.72%,40.9%
6604,311694,34,227486,320,10.20%,0.05%,10.2%
13691,374536,12,450448,86,8.30%,36.05%,19.5%
14653,860929,34,492678,147,3.80%,61.86%,34.9%
20861,909443,35,902027,103,7.80%,5.73%,65.6%
15397,693896,12,525607,55,4.60%,10.48%,23.7%
7809,285301,24,259913,51,6.20%,2.46%,80.5%
15558,758497,32,533273,87,8.80%,0.20%,23.8%
3045,176333,12,139257,119,2.60%,3.53%,54.9%
26168,2827366,59,2062459,94,5.20%,5.96%,55.3%
3271,372399,24,145415,13,9.10%,0.34%,67.6%
11784,1001191,48,379814,265,8.20%,50.70%,41.3%
21924,764530,34,1021929,25,7.20%,23.58%,52.0%
8812,321497,24,287563,20,3.40%,7.06%,64.5%
18089,951044,23,677055,123,11.90%,2.81%,60.5%
22105,727831,23,1045432,190,9.20%,12.40%,60.7%
26042,2317847,12,2001503,3,6.50%,26.19%,62.1%
20185,829634,24,839186,61,5.00%,0.33%,49.9%
18003,946268,35,672153,405,13.00%,1.87%,43.9%
8289,1064284,32,272104,313,5.60%,26.28%,70.8%
22661,1257333,35,1117322,278,4.10%,0.00%,6.1%
13971,580153,23,462639,223,4.50%,0.79%,51.8%
3017,592470,22,138880,162,5.00%,72.76%,33.1%
11220,889836,22,361087,229,3.30%,6.59%,67.5%
16148,1288377,48,563311,419,10.40%,0.14%,35.4%
5133,215421,22,191667,144,10.90%,3.72%,64.3%
6444,243197,12,223339,8,9.90%,0.17%,88.9%
20727,830137,22,887825,30,2.40%,91.01%,69.3%
3149,218060,23,142148,236,2.00%,3.43%,44.2%
27707,3130514,47,3507186,263,7.80%,0.93%,57.9%
12041,905798,22,388235,155,4.40%,67.00%,33.0%
5837,1001820,45,209639,25,6.80%,21.45%,75.9%
10686,465656,18,343617,58,9.60%,17.07%,19.4%
20016,745678,11,825361,52,6.40%,6.96%,90.1%
11524,297869,22,372399,113,5.90%,89.90%,64.5%
3557,189279,23,152328,111,8.30%,90.46%,34.9%
18865,1847792,23,732732,24,5.70%,22.17%,50.8%
21320,1100984,24,950415,13,6.10%,0.33%,48.8%
16405,1090803,12,577514,76,9.20%,74.78%,52.1%
25772,4178710,58,1870792,80,5.50%,1.45%,43.8%
20048,878776,33,828126,18,8.60%,2.45%,33.1%
19340,935459,35,770060,215,12.40%,1.23%,38.3%
7401,422295,23,248978,209,9.70%,0.00%,76.9%
18146,1397219,22,681579,41,2.00%,0.86%,57.4%
439,186639,21,52787,65,10.20%,0.55%,23.0%
9870,391503,23,315213,253,2.20%,2.71%,79.7%
11305,401934,18,364355,82,3.70%,29.41%,51.8%
5966,522967,35,212027,318,13.00%,3.21%,50.1%
14047,346508,22,465907,81,6.80%,79.04%,43.6%
14842,362093,33,500847,199,11.10%,9.94%,74.9%
2572,599383,22,126689,222,10.90%,96.16%,21.9%
9047,994279,47,294852,290,8.40%,0.34%,15.5%
14394,603907,23,480486,213,12.20%,10.27%,33.0%
12093,327656,12,390372,18,11.50%,0.10%,14.9%
17580,660842,20,647393,7,4.00%,32.54%,75.8%
22566,843333,24,1104000,226,4.50%,27.33%,36.4%
1172,642617,22,84836,152,3.70%,18.95%,29.4%
14674,483251,11,493055,72,9.30%,26.37%,67.8%
21148,919372,11,933699,39,9.00%,33.67%,41.7%
19436,720038,23,776596,221,7.10%,68.55%,45.2%
11227,682585,34,361464,205,3.00%,21.03%,32.7%
20068,636333,17,829760,21,4.80%,77.30%,69.5%
